frame,t_s,s_m,x,y,z,speed_ms,speed_kph,curvature,heading_rad,accel_long_ms2,accel_lat_ms2,wheel_rot_rad,steer_norm,pitch_rad,roll_rad,wheelspin
386,16.083333,860.1962,505.2179,534.4981,-0.0309,63.94843,230.214,0.0000000,2.303835,8.7637,0.0000,2398.57386,0.00000,-0.008158,0.000000,0
387,16.125000,862.8681,503.4301,536.4837,-0.0345,64.31121,231.520,0.0000000,2.303835,8.6509,0.0000,2405.99569,0.00000,-0.008053,0.000000,0
388,16.166667,865.5550,501.6322,538.4805,-0.0382,64.66934,232.810,0.0000000,2.303835,8.5403,0.0000,2413.45927,0.00000,-0.007950,0.000000,0
389,16.208333,868.2567,499.8244,540.4882,-0.0421,65.02290,234.082,0.0000000,2.303835,8.4315,0.0000,2420.96405,0.00000,-0.007848,0.000000,0
390,16.250000,870.9731,498.0068,542.5069,-0.0463,65.37197,235.339,0.0000000,2.303835,8.3246,0.0000,2428.50953,0.00000,-0.007749,0.000000,0
391,16.291667,873.7039,496.1795,544.5363,-0.0507,65.71662,236.580,0.0000000,2.303835,8.2195,0.0000,2436.09520,0.00000,-0.007651,0.000000,0
392,16.333333,876.4490,494.3427,546.5763,-0.0553,66.05693,237.805,0.0000000,2.303835,8.1162,0.0000,2443.72056,0.00000,-0.007555,0.000000,0
393,16.375000,879.2083,492.4964,548.6268,-0.0601,66.39297,239.015,0.0000000,2.303835,8.0146,0.0000,2451.38510,0.00000,-0.007460,0.000000,0
394,16.416667,881.9814,490.6408,550.6877,-0.0652,66.72481,240.209,0.0000000,2.303835,7.9147,0.0000,2459.08833,0.00000,-0.007367,0.000000,0
395,16.458333,884.7684,488.7760,552.7588,-0.0704,67.05253,241.389,0.0000000,2.303835,7.8164,0.0000,2466.82977,0.00000,-0.007276,0.000000,0
396,16.500000,887.5689,486.9021,554.8400,-0.0760,67.37618,242.554,0.0000000,2.303835,7.7198,0.0000,2474.60893,0.00000,-0.007186,0.000000,0
397,16.541667,890.3828,485.0192,556.9311,-0.0817,67.69584,243.705,0.0000000,2.303835,7.6247,0.0000,2482.42535,0.00000,-0.007097,0.000000,0
398,16.583333,893.2099,483.1274,559.0321,-0.0877,68.01158,244.842,0.0000000,2.303835,7.5308,0.0000,2490.27855,0.00000,-0.007010,0.000000,0
399,16.625000,896.0502,481.2269,561.1428,-0.0937,68.32341,245.964,0.0000000,2.303835,7.4380,0.0000,2498.16816,0.00000,-0.006924,0.000000,0
400,16.666667,898.9033,479.3178,563.2631,-0.0997,68.63141,247.073,0.0000000,2.303835,7.3466,0.0000,2506.09362,0.00000,-0.006839,0.000000,0
401,16.708333,901.7693,477.4001,565.3929,-0.1058,68.93562,248.168,0.0000000,2.303835,7.2566,0.0000,2514.05457,0.00000,-0.006755,0.000000,0
402,16.750000,904.6478,475.4740,567.5321,-0.1119,69.23612,249.250,0.0000000,2.303835,7.1680,0.0000,2522.05053,0.00000,-0.006672,0.000000,0
403,16.791667,907.5388,473.5395,569.6806,-0.1181,69.53296,250.319,0.0000000,2.303835,7.0808,0.0000,2530.08110,0.00000,-0.006591,0.000000,0
404,16.833333,910.4421,471.5968,571.8381,-0.1242,69.82619,251.374,0.0000000,2.303835,6.9948,0.0000,2538.14582,0.00000,-0.006511,0.000000,0
405,16.875000,913.3576,469.6460,574.0047,-0.1304,70.11586,252.417,0.0000000,2.303835,6.9101,0.0000,2546.24434,0.00000,-0.006432,0.000000,0
406,16.916667,916.2851,467.6872,576.1803,-0.1366,70.40203,253.447,0.0000000,2.303835,6.8268,0.0000,2554.37620,0.00000,-0.006355,0.000000,0
407,16.958333,919.2244,465.7204,578.3646,-0.1429,70.68476,254.465,0.0000000,2.303835,6.7446,0.0000,2562.54099,0.00000,-0.006278,0.000000,0
408,17.000000,922.1754,463.7457,580.5577,-0.1491,70.96408,255.471,0.0000000,2.303835,6.6636,0.0000,2570.73835,0.00000,-0.006203,0.000000,0
409,17.041667,925.1381,461.7633,582.7593,-0.1554,71.24005,256.464,0.0000000,2.303835,6.5838,0.0000,2578.96788,0.00000,-0.006128,0.000000,0
410,17.083333,928.1121,459.7733,584.9695,-0.1617,71.51273,257.446,0.0000000,2.303835,6.5051,0.0000,2587.22918,0.00000,-0.006055,0.000000,0
411,17.125000,931.0975,457.7757,587.1881,-0.1680,71.78215,258.416,0.0000000,2.303835,6.4276,0.0000,2595.52188,0.00000,-0.005983,0.000000,0
412,17.166667,934.0941,455.7706,589.4149,-0.1744,72.04836,259.374,0.0000000,2.303835,6.3511,0.0000,2603.84560,0.00000,-0.005912,0.000000,0
413,17.208333,937.1016,453.7582,591.6500,-0.1808,72.31141,260.321,0.0000000,2.303835,6.2758,0.0000,2612.19997,0.00000,-0.005842,0.000000,0
414,17.250000,940.1201,451.7384,593.8932,-0.1872,72.57134,261.257,0.0000000,2.303835,6.2015,0.0000,2620.58462,0.00000,-0.005773,0.000000,0
415,17.291667,943.1494,449.7114,596.1443,-0.1936,72.82820,262.182,0.0000000,2.303835,6.1282,0.0000,2628.99921,0.00000,-0.005704,0.000000,0
416,17.333333,946.1893,447.6774,598.4034,-0.2000,73.08203,263.095,0.0000000,2.303835,6.0560,0.0000,2637.44337,0.00000,-0.005637,0.000000,0
417,17.375000,949.2397,445.6362,600.6703,-0.2065,73.33286,263.998,0.0000000,2.303835,5.9847,0.0000,2645.91677,0.00000,-0.005571,0.000000,0
418,17.416667,952.3005,443.5881,602.9450,-0.2130,73.58075,264.891,0.0000000,2.303835,5.9144,0.0000,2654.41906,0.00000,-0.005505,0.000000,0
419,17.458333,955.3716,441.5332,605.2272,-0.2195,73.82573,265.773,0.0000000,2.303835,5.8451,0.0000,2662.94988,0.00000,-0.005441,0.000000,0
420,17.500000,958.4528,439.4714,607.5170,-0.2261,74.06784,266.644,0.0000000,2.303835,5.7767,0.0000,2671.50890,0.00000,-0.005377,0.000000,0
421,17.541667,961.5441,437.4029,609.8143,-0.2326,74.30712,267.506,0.0000000,2.303835,5.7092,0.0000,2680.09583,0.00000,-0.005314,0.000000,0
422,17.583333,964.6454,435.3278,612.1190,-0.2392,74.54361,268.357,0.0000000,2.303835,5.6427,0.0000,2688.71030,0.00000,-0.005252,0.000000,0
423,17.625000,967.7564,433.2461,614.4309,-0.2458,74.77734,269.198,0.0000000,2.303835,5.5770,0.0000,2697.35200,0.00000,-0.005191,0.000000,0
424,17.666667,970.8771,431.1580,616.7500,-0.2524,75.00836,270.030,0.0000000,2.303835,5.5122,0.0000,2706.02062,0.00000,-0.005131,0.000000,0
425,17.708333,974.0073,429.0634,619.0763,-0.2591,75.23669,270.852,0.0000000,2.303835,5.4482,0.0000,2714.71583,0.00000,-0.005071,0.000000,0
426,17.750000,977.1471,426.9625,621.4096,-0.2657,75.46238,271.665,0.0000000,2.303835,5.3851,0.0000,2723.43735,0.00000,-0.005013,0.000000,0
427,17.791667,980.2962,424.8554,623.7498,-0.2724,75.68545,272.468,0.0000000,2.303835,5.3228,0.0000,2732.18485,0.00000,-0.004955,0.000000,0
428,17.833333,983.4545,422.7420,626.0969,-0.2791,75.90595,273.261,0.0000000,2.303835,5.2613,0.0000,2740.95803,0.00000,-0.004897,0.000000,0
429,17.875000,986.6220,420.6225,628.4508,-0.2858,76.12390,274.046,0.0000000,2.303835,5.2006,0.0000,2749.75663,0.00000,-0.004841,0.000000,0
430,17.916667,989.7986,418.4970,630.8114,-0.2926,76.33933,274.822,0.0000000,2.303835,5.1408,0.0000,2758.58031,0.00000,-0.004785,0.000000,0
431,17.958333,992.9840,416.3656,633.1787,-0.2993,76.55229,275.588,0.0000000,2.303835,5.0816,0.0000,2767.42879,0.00000,-0.004730,0.000000,0
432,18.000000,996.1783,414.2282,635.5525,-0.3061,76.76280,276.346,0.0000000,2.303835,5.0232,0.0000,2776.30180,0.00000,-0.004676,0.000000,0
433,18.041667,999.3813,412.0849,637.9328,-0.3129,76.97090,277.095,0.0000000,2.303835,4.9656,0.0000,2785.19907,0.00000,-0.004622,0.000000,0
434,18.083333,1002.5929,409.9359,640.3195,-0.3197,77.17660,277.836,0.0000000,2.303835,4.9087,0.0000,2794.12029,0.00000,-0.004569,0.000000,0
435,18.125000,1005.8131,407.7812,642.7126,-0.3265,77.37996,278.568,0.0000000,2.303835,4.8526,0.0000,2803.06520,0.00000,-0.004517,0.000000,0
436,18.166667,1009.0417,405.6208,645.1119,-0.3334,77.58098,279.292,0.0000000,2.303835,4.7971,0.0000,2812.03352,0.00000,-0.004465,0.000000,0
437,18.208333,1012.2786,403.4549,647.5174,-0.3402,77.77971,280.007,0.0000000,2.303835,4.7423,0.0000,2821.02500,0.00000,-0.004414,0.000000,0
438,18.250000,1015.5238,401.2835,649.9290,-0.3471,77.97618,280.714,0.0000000,2.303835,4.6882,0.0000,2830.03937,0.00000,-0.004364,0.000000,0
439,18.291667,1018.7771,399.1066,652.3467,-0.3540,78.17040,281.413,0.0000000,2.303835,4.6348,0.0000,2839.07636,0.00000,-0.004314,0.000000,0
440,18.333333,1022.0385,396.9243,654.7704,-0.3609,78.36241,282.105,0.0000000,2.303835,4.5821,0.0000,2848.13571,0.00000,-0.004265,0.000000,0
441,18.375000,1025.3078,394.7367,657.2000,-0.3679,78.55224,282.788,0.0000000,2.303835,4.5300,0.0000,2857.21718,0.00000,-0.004217,0.000000,0
442,18.416667,1028.5850,392.5438,659.6354,-0.3748,78.73991,283.464,0.0000000,2.303835,4.4785,0.0000,2866.32051,0.00000,-0.004169,0.000000,0
443,18.458333,1031.8700,390.3457,662.0766,-0.3818,78.92545,284.132,0.0000000,2.303835,4.4277,0.0000,2875.44546,0.00000,-0.004121,0.000000,0
444,18.500000,1035.1627,388.1425,664.5235,-0.3888,79.10888,284.792,0.0000000,2.303835,4.3775,0.0000,2884.59176,0.00000,-0.004075,0.000000,0
445,18.541667,1038.4630,385.9342,666.9761,-0.3958,79.29024,285.445,0.0000000,2.303835,4.3279,0.0000,2893.75919,0.00000,-0.004029,0.000000,0
446,18.583333,1041.7707,383.7208,669.4343,-0.4028,79.46954,286.090,0.0000000,2.303835,4.2789,0.0000,2902.94752,0.00000,-0.003983,0.000000,0
447,18.625000,1045.0860,381.5025,671.8980,-0.4098,79.64682,286.729,0.0000000,2.303835,4.2306,0.0000,2912.15649,0.00000,-0.003938,0.000000,0
448,18.666667,1048.4086,379.2793,674.3672,-0.4169,79.82209,287.360,0.0000000,2.303835,4.1828,0.0000,2921.38588,0.00000,-0.003894,0.000000,0
449,18.708333,1051.7384,377.0512,676.8417,-0.4239,79.99539,287.983,0.0000000,2.303835,4.1356,0.0000,2930.63544,0.00000,-0.003850,0.000000,0
450,18.750000,1055.0754,374.8183,679.3216,-0.4310,80.16672,288.600,0.0000000,2.303835,4.0889,0.0000,2939.90498,0.00000,-0.003806,0.000000,0
451,18.791667,1058.4196,372.5806,681.8068,-0.4381,80.33613,289.210,0.0000000,2.303835,4.0429,0.0000,2949.19423,0.00000,-0.003763,0.000000,0
452,18.833333,1061.7707,370.3383,684.2972,-0.4452,80.50363,289.813,0.0000000,2.303835,3.9973,0.0000,2958.50300,0.00000,-0.003721,0.000000,0
453,18.875000,1065.1288,368.0912,686.7927,-0.4523,80.66924,290.409,0.0000000,2.303835,3.9524,0.0000,2967.83107,0.00000,-0.003679,0.000000,0
454,18.916667,1068.4938,365.8396,689.2934,-0.4595,80.83300,290.999,0.0000000,2.303835,3.9079,0.0000,2977.17819,0.00000,-0.003638,0.000000,0
455,18.958333,1071.8656,363.5835,691.7991,-0.4666,80.99490,291.582,0.0000000,2.303835,3.8640,0.0000,2986.54420,0.00000,-0.003597,0.000000,0
456,19.000000,1075.2440,361.3229,694.3098,-0.4738,81.15500,292.158,0.0000000,2.303835,3.8206,0.0000,2995.92882,0.00000,-0.003556,0.000000,0
457,19.041667,1078.6291,359.0578,696.8254,-0.4810,81.31329,292.728,0.0000000,2.303835,3.7778,0.0000,3005.33191,0.00000,-0.003517,0.000000,0
458,19.083333,1082.0208,356.7883,699.3459,-0.4882,81.46981,293.291,0.0000000,2.303835,3.7354,0.0000,3014.75321,0.00000,-0.003477,0.000000,0
459,19.125000,1085.4190,354.5145,701.8712,-0.4954,81.62458,293.848,0.0000000,2.303835,3.6936,0.0000,3024.19255,0.00000,-0.003438,0.000000,0
460,19.166667,1088.8235,352.2364,704.4013,-0.5026,81.77761,294.399,0.0000000,2.303835,3.6522,0.0000,3033.64970,0.00000,-0.003400,0.000000,0
461,19.208333,1092.2345,349.9540,706.9361,-0.5098,81.92893,294.944,0.0000000,2.303835,3.6113,0.0000,3043.12447,0.00000,-0.003362,0.000000,0
462,19.250000,1095.6517,347.6675,709.4756,-0.5171,82.07855,295.483,0.0000000,2.303835,3.5709,0.0000,3052.61669,0.00000,-0.003324,0.000000,0
463,19.291667,1099.0751,345.3768,712.0197,-0.5244,82.22651,296.015,0.0000000,2.303835,-0.1340,0.0000,3062.12613,0.00000,0.000125,0.000000,0
464,19.333333,1102.5037,343.0826,714.5679,-0.5316,82.06739,295.443,-0.0006102,2.303835,-3.0108,-4.1095,3071.65020,-0.00171,0.002803,-0.002231,0
465,19.375000,1105.9158,340.8270,717.1298,-0.5389,81.97561,295.112,-0.0071429,2.281096,-1.1014,-48.0000,3081.12827,-0.02000,0.001025,-0.024435,0
466,19.416667,1109.3273,338.6342,719.7431,-0.5461,81.97561,295.112,-0.0071429,2.256728,-0.0000,-48.0000,3090.60467,-0.02000,0.000000,-0.024435,0
467,19.458333,1112.7388,336.5057,722.4091,-0.5533,81.97561,295.112,-0.0071429,2.232360,0.0000,-48.0000,3100.08108,-0.02000,-0.000000,-0.024435,0
468,19.500000,1116.1503,334.4429,725.1262,-0.5606,81.97561,295.112,-0.0071429,2.207992,0.0000,-48.0000,3109.55749,-0.02000,-0.000000,-0.024435,0
469,19.541667,1119.5618,332.4469,727.8927,-0.5678,81.97561,295.112,-0.0071429,2.183624,-0.0000,-48.0000,3119.03389,-0.02000,0.000000,-0.024435,0
470,19.583333,1122.9734,330.5188,730.7070,-0.5750,81.97561,295.112,-0.0071429,2.159256,0.0000,-48.0000,3128.51030,-0.02000,-0.000000,-0.024435,0
471,19.625000,1126.3849,328.6599,733.5675,-0.5823,81.97561,295.112,-0.0071429,2.134888,0.0000,-48.0000,3137.98671,-0.02000,-0.000000,-0.024435,0
472,19.666667,1129.7964,326.8713,736.4724,-0.5895,81.97561,295.112,-0.0071429,2.110521,-0.0000,-48.0000,3147.46312,-0.02000,0.000000,-0.024435,0
473,19.708333,1133.2079,325.1539,739.4200,-0.5969,81.97561,295.112,-0.0071429,2.086153,0.0000,-48.0000,3156.93952,-0.02000,-0.000000,-0.024435,0
474,19.750000,1136.6194,323.5089,742.4086,-0.6056,81.97561,295.112,-0.0071429,2.061785,0.0000,-48.0000,3166.41593,-0.02000,-0.000000,-0.024435,0
475,19.791667,1140.0309,321.9372,745.4364,-0.6160,81.97561,295.112,-0.0071429,2.037417,-0.0000,-48.0000,3175.89234,-0.02000,0.000000,-0.024435,0
476,19.833333,1143.4424,320.4397,748.5016,-0.6280,81.97561,295.112,-0.0071429,2.013049,0.0000,-48.0000,3185.36874,-0.02000,-0.000000,-0.024435,0
477,19.875000,1146.8539,319.0174,751.6024,-0.6416,81.97561,295.112,-0.0071429,1.988681,0.0000,-48.0000,3194.84515,-0.02000,-0.000000,-0.024435,0
478,19.916667,1150.2654,317.6710,754.7369,-0.6570,81.97561,295.112,-0.0071429,1.964313,-0.0000,-48.0000,3204.32156,-0.02000,0.000000,-0.024435,0
479,19.958333,1153.6769,316.4014,757.9032,-0.6739,81.97561,295.112,-0.0071429,1.939945,0.0000,-48.0000,3213.79797,-0.02000,-0.000000,-0.024435,0
480,20.000000,1157.0884,315.2094,761.0996,-0.6926,81.97561,295.112,-0.0071429,1.915577,0.0000,-48.0000,3223.27437,-0.02000,-0.000000,-0.024435,0
481,20.041667,1160.4999,314.0956,764.3241,-0.7129,81.97561,295.112,-0.0071429,1.891209,-0.0000,-48.0000,3232.75078,-0.02000,0.000000,-0.024435,0
482,20.083333,1163.9114,313.0606,767.5747,-0.7348,81.97561,295.112,-0.0071429,1.866842,0.0000,-48.0000,3242.22719,-0.02000,-0.000000,-0.024435,0
483,20.125000,1167.3229,312.1052,770.8496,-0.7584,81.97561,295.112,-0.0071429,1.842474,0.0000,-48.0000,3251.70360,-0.02000,-0.000000,-0.024435,0
484,20.166667,1170.7344,311.2299,774.1468,-0.7836,81.97561,295.112,-0.0071429,1.818106,1.7298,-48.0000,3261.18000,-0.02000,-0.001610,-0.024435,0
485,20.208333,1174.1522,310.4035,777.4637,-0.8106,82.11976,295.631,0.0000000,1.815142,3.2681,0.0000,3270.67386,0.00000,-0.003042,0.000000,0
486,20.250000,1177.5768,309.5750,780.7866,-0.8393,82.24795,296.093,0.0000000,1.815142,-14.5125,0.0000,3280.18653,0.00000,0.013509,0.000000,0
487,20.291667,1180.9783,308.7521,784.0871,-0.8694,80.91038,291.277,0.0000000,1.815142,-32.0440,0.0000,3289.63523,0.00000,0.027925,0.000000,0
488,20.333333,1184.3238,307.9428,787.3332,-0.9006,79.57761,286.479,0.0000000,1.815142,-31.6613,0.0000,3298.92823,0.00000,0.027925,0.000000,0
489,20.375000,1187.6143,307.1467,790.5259,-0.9329,78.27195,281.779,0.0000000,1.815142,-31.0224,0.0000,3308.06856,0.00000,0.027925,0.000000,0
490,20.416667,1190.8510,306.3637,793.6664,-0.9661,76.99242,277.173,0.0000000,1.815142,-30.4063,0.0000,3317.05922,0.00000,0.027925,0.000000,0
491,20.458333,1194.0348,305.5935,796.7557,-1.0003,75.73808,272.657,0.0000000,1.815142,-29.8125,0.0000,3325.90321,0.00000,0.027751,0.000000,0
492,20.500000,1197.1669,304.8358,799.7948,-1.0353,74.50804,268.229,0.0000000,1.815142,-29.2394,0.0000,3334.60354,0.00000,0.027217,0.000000,0
493,20.541667,1200.2482,304.0903,802.7846,-1.0711,73.30147,263.885,0.0000000,1.815142,-28.6861,0.0000,3343.16270,0.00000,0.026702,0.000000,0
494,20.583333,1203.2797,303.3569,805.7260,-1.1077,72.11753,259.623,0.0000000,1.815142,-28.1523,0.0000,3351.58358,0.00000,0.026205,0.000000,0
495,20.625000,1206.2624,302.6354,808.6201,-1.1449,70.95545,255.440,0.0000000,1.815142,-27.6366,0.0000,3359.86869,0.00000,0.025725,0.000000,0
496,20.666667,1209.1970,301.9254,811.4676,-1.1827,69.81448,251.332,0.0000000,1.815142,-27.1382,0.0000,3368.02057,0.00000,0.025261,0.000000,0
497,20.708333,1212.0846,301.2269,814.2693,-1.2212,68.69393,247.298,0.0000000,1.815142,-26.6566,0.0000,3376.04150,0.00000,0.024813,0.000000,0
498,20.750000,1214.9259,300.5395,817.0262,-1.2602,67.59309,243.335,0.0000000,1.815142,-26.1910,0.0000,3383.93395,0.00000,0.024380,0.000000,0
499,20.791667,1217.7216,299.8631,819.7389,-1.2997,66.51135,239.441,0.0000000,1.815142,-25.7407,0.0000,3391.69998,0.00000,0.023960,0.000000,0
500,20.833333,1220.4727,299.1976,822.4083,-1.3396,65.44804,235.613,0.0000000,1.815142,-25.3053,0.0000,3399.34193,0.00000,0.023555,0.000000,0
501,20.875000,1223.1799,298.5427,825.0351,-1.3799,64.40257,231.849,0.0000000,1.815142,-24.8838,0.0000,3406.86190,0.00000,0.023163,0.000000,0
502,20.916667,1225.8439,297.8982,827.6199,-1.4207,63.37439,228.148,0.0000000,1.815142,-24.4758,0.0000,3414.26179,0.00000,0.022783,0.000000,0
503,20.958333,1228.4654,297.2640,830.1635,-1.4617,62.36293,224.507,0.0000000,1.815142,-24.0808,0.0000,3421.54366,0.00000,0.022415,0.000000,0
504,21.000000,1231.0450,296.6399,832.6666,-1.5031,61.36765,220.924,0.0000000,1.815142,-23.6988,0.0000,3428.70940,0.00000,0.022060,0.000000,0
505,21.041667,1233.5836,296.0258,835.1297,-1.5445,60.38802,217.397,0.0000000,1.815142,-23.3303,0.0000,3435.76090,0.00000,0.021717,0.000000,0
506,21.083333,1236.0816,295.4215,837.5535,-1.5853,59.42346,213.924,0.0000000,1.815142,-22.9746,0.0000,3442.69988,0.00000,0.021386,0.000000,0
507,21.125000,1238.5397,294.8268,839.9387,-1.6254,58.47347,210.505,0.0000000,1.815142,-22.6302,0.0000,3449.52804,0.00000,0.021065,0.000000,0
508,21.166667,1240.9586,294.2416,842.2857,-1.6650,57.53761,207.135,0.0000000,1.815142,-22.2962,0.0000,3456.24714,0.00000,0.020754,0.000000,0
509,21.208333,1243.3388,293.6658,844.5951,-1.7038,56.61545,203.816,0.0000000,1.815142,-21.9725,0.0000,3462.85869,0.00000,0.020453,0.000000,0
510,21.250000,1245.6808,293.0992,846.8676,-1.7421,55.70657,200.544,0.0000000,1.815142,-21.6584,0.0000,3469.36434,0.00000,0.020161,0.000000,0
511,21.291667,1247.9852,292.5417,849.1035,-1.7797,54.81059,197.318,0.0000000,1.815142,-21.3537,0.0000,3475.76544,0.00000,0.019877,0.000000,0
512,21.333333,1250.2526,291.9932,851.3035,-1.8168,53.92710,194.138,0.0000000,1.815142,-21.0584,0.0000,3482.06364,0.00000,0.019602,0.000000,0
513,21.375000,1252.4834,291.4535,853.4681,-1.8532,53.05572,191.001,0.0000000,1.815142,-20.7718,0.0000,3488.26032,0.00000,0.019335,0.000000,0
514,21.416667,1254.6781,290.9225,855.5977,-1.8890,52.19611,187.906,0.0000000,1.815142,-20.4935,0.0000,3494.35691,0.00000,0.019076,0.000000,0
515,21.458333,1256.8373,290.4002,857.6927,-1.9243,51.34793,184.853,0.0000000,1.815142,-20.2233,0.0000,3500.35456,0.00000,0.018825,0.000000,0
516,21.500000,1258.9614,289.8863,859.7537,-1.9590,50.51083,181.839,0.0000000,1.815142,-19.9612,0.0000,3506.25476,0.00000,0.018581,0.000000,0
517,21.541667,1261.0508,289.3809,861.7810,-1.9931,49.68450,178.864,0.0000000,1.815142,-19.7067,0.0000,3512.05868,0.00000,0.018344,0.000000,0
518,21.583333,1263.1060,288.8837,863.7752,-2.0267,48.86861,175.927,0.0000000,1.815142,-19.4596,0.0000,3517.76769,0.00000,0.018114,0.000000,0
519,21.625000,1265.1275,288.3946,865.7366,-2.0597,48.06287,173.026,0.0000000,1.815142,-19.2194,0.0000,3523.38287,0.00000,0.017890,0.000000,0
520,21.666667,1267.1156,287.9137,867.6656,-2.0922,47.26699,170.161,0.0000000,1.815142,-18.9860,0.0000,3528.90531,0.00000,0.017673,0.000000,0
521,21.708333,1269.0707,287.4407,869.5627,-2.1241,46.48070,167.331,0.0000000,1.815142,-18.7594,0.0000,3534.33618,0.00000,0.017462,0.000000,0
522,21.750000,1270.9932,286.9756,871.4282,-2.1555,45.70371,164.533,0.0000000,1.815142,-18.5396,0.0000,3539.67666,0.00000,0.017257,0.000000,0
523,21.791667,1272.8837,286.5182,873.2625,-2.1864,44.93574,161.769,0.0000000,1.815142,-18.3255,0.0000,3544.92793,0.00000,0.017058,0.000000,0
524,21.833333,1274.7423,286.0686,875.0658,-2.2168,44.17658,159.036,0.0000000,1.815142,-18.1175,0.0000,3550.09057,0.00000,0.016865,0.000000,0
525,21.875000,1276.5694,285.6266,876.8387,-2.2466,43.42595,156.333,0.0000000,1.815142,-17.9160,0.0000,3555.16604,0.00000,0.016677,0.000000,0
526,21.916667,1278.3655,285.1920,878.5814,-2.2758,42.68358,153.661,0.0000000,1.815142,-17.7210,0.0000,3560.15521,0.00000,0.016495,0.000000,0
527,21.958333,1280.1309,284.7650,880.2943,-2.3041,41.94920,151.017,0.0000000,1.815142,-17.5320,0.0000,3565.05892,0.00000,0.016320,0.000000,0
528,22.000000,1281.8657,284.3453,881.9777,-2.3316,41.22258,148.401,0.0000000,1.815142,-17.3483,0.0000,3569.87805,0.00000,0.016149,0.000000,0
529,22.041667,1283.5705,283.9328,883.6318,-2.3582,40.50351,145.813,0.0000000,1.815142,-17.1699,0.0000,3574.61350,0.00000,0.015982,0.000000,0
530,22.083333,1285.2455,283.5276,885.2571,-2.3840,39.79175,143.250,0.0000000,1.815142,-16.9967,0.0000,3579.26627,0.00000,0.015821,0.000000,0
531,22.125000,1286.8911,283.1295,886.8538,-2.4091,39.08711,140.714,0.0000000,1.815142,-16.8279,0.0000,3583.83734,0.00000,0.015664,0.000000,0
532,22.166667,1288.5073,282.7385,888.4220,-2.4333,38.38943,138.202,0.0000000,1.815142,-16.6638,0.0000,3588.32691,0.00000,0.015511,0.000000,0
533,22.208333,1290.0948,282.3545,889.9623,-2.4569,37.69846,135.714,0.0000000,1.815142,-16.5047,0.0000,3592.73644,0.00000,0.015363,0.000000,0
534,22.250000,1291.6536,281.9774,891.4748,-2.4797,37.01403,133.251,0.0000000,1.815142,-16.3495,0.0000,3597.06653,0.00000,0.015219,0.000000,0
535,22.291667,1293.1840,281.6071,892.9597,-2.5018,36.33600,130.810,0.0000000,1.815142,-16.1987,0.0000,3601.31756,0.00000,0.015078,0.000000,0
536,22.333333,1294.6863,281.2437,894.4174,-2.5232,35.66415,128.391,0.0000000,1.815142,-16.0523,0.0000,3605.49064,0.00000,0.014942,0.000000,0
537,22.375000,1296.1608,280.8870,895.8481,-2.5440,34.99831,125.994,0.0000000,1.815142,-15.9098,0.0000,3609.58646,0.00000,0.014809,0.000000,0
538,22.416667,1297.6076,280.5370,897.2519,-2.5641,34.33833,123.618,0.0000000,1.815142,-15.7710,0.0000,3613.60543,0.00000,0.014680,0.000000,0
539,22.458333,1299.0271,280.1936,898.6292,-2.5835,33.68405,121.263,0.0000000,1.815142,-15.6367,0.0000,3617.54839,0.00000,0.014555,0.000000,0
540,22.500000,1300.4195,279.8567,899.9804,-2.6024,33.03528,118.927,0.0000000,1.815142,-15.5057,0.0000,3621.41636,0.00000,0.014433,0.000000,0
541,22.541667,1301.7850,279.5264,901.3052,-2.6207,32.39191,116.611,0.0000000,1.815142,-15.3785,0.0000,3625.20920,0.00000,0.014315,0.000000,0
542,22.583333,1303.1239,279.2025,902.6043,-2.6384,31.75374,114.313,0.0000000,1.815142,-15.2550,0.0000,3628.92837,0.00000,0.014200,0.000000,0
543,22.625000,1304.4362,278.8850,903.8777,-2.6555,31.12066,112.034,0.0000000,1.815142,-15.1345,0.0000,3632.57382,0.00000,0.014088,0.000000,0
544,22.666667,1305.7223,278.5738,905.1256,-2.6721,30.49253,109.773,0.0000000,1.815142,-15.0178,0.0000,3636.14630,0.00000,0.013979,0.000000,0
545,22.708333,1306.9824,278.2690,906.3483,-2.6882,29.86918,107.529,0.0000000,1.815142,-14.9044,0.0000,3639.64653,0.00000,0.013874,0.000000,0
546,22.750000,1308.2167,277.9704,907.5459,-2.7037,29.25049,105.302,0.0000000,1.815142,-14.7944,0.0000,3643.07504,0.00000,0.013771,0.000000,0
547,22.791667,1309.4253,277.6780,908.7186,-2.7188,28.63632,103.091,0.0000000,1.815142,-14.6873,0.0000,3646.43243,0.00000,0.013672,0.000000,0
548,22.833333,1310.6084,277.3918,909.8666,-2.7333,28.02655,100.896,0.0000000,1.815142,-14.5831,0.0000,3649.71887,0.00000,0.013575,0.000000,0
549,22.875000,1311.7662,277.1117,910.9900,-2.7474,27.42106,98.716,0.0000000,1.815142,-14.4826,0.0000,3652.93498,0.00000,0.013481,0.000000,0
550,22.916667,1312.8991,276.8376,912.0893,-2.7610,26.81967,96.551,0.0000000,1.815142,-14.3845,0.0000,3656.08196,0.00000,0.013390,0.000000,0
551,22.958333,1314.0068,276.5696,913.1640,-2.7742,26.22235,94.400,0.0000000,1.815142,-14.2893,0.0000,3659.15885,0.00000,0.013301,0.000000,0
552,23.000000,1315.0899,276.3076,914.2150,-2.7869,25.62890,92.264,0.0000000,1.815142,-14.1977,0.0000,3662.16749,0.00000,0.013216,0.000000,0
